stable_id,chrom,start,end,strand,name,accession
ENSG00000187699,2,189879609,190203484,1,C2orf88,84281
ENSG00000138379,2,190055697,190062729,-1,MSTN,2660
ENSG00000198130,2,190189735,190344193,-1,HIBCH,26275
ENSG00000151689,2,190343470,190371665,1,INPP1,3628
ENSG00000151690,2,190408355,190509205,1,MFSD6,54842
ENSG00000189362,2,190504342,190534722,-1,NEMP2,100131211
ENSG00000138386,2,190646746,190692766,1,NAB1,4664
ENSG00000115419,2,190880827,190965552,1,GLS,2744
ENSG00000115415,2,190964358,191020960,-1,STAT1,6772
ENSG00000138378,2,191029576,191151596,-1,STAT4,6775
ENSG00000128641,2,191245185,191425389,1,MYO1B,4430
ENSG00000173559,2,191678068,191696659,1,NABP1,64859
ENSG00000168497,2,191834302,191847255,-1,SDPR,8436
ENSG00000144339,2,191949043,192195709,-1,TMEFF2,23671
ENSG00000227418,2,192749845,192776899,1,PCGEM1,64002
ENSG00000225539,2,194344269,194419645,1,LOC101927406,101927406
ENSG00000230173,2,194730595,194761435,1,LOC101927431,101927431
ENSG00000196950,2,195575977,195737702,1,SLC39A10,57181
ENSG00000118997,2,195737703,196068812,-1,DNAH7,56171
ENSG00000081320,2,196133566,196176503,-1,STK17B,9262
ENSG00000138411,2,196194370,196593692,-1,HECW2,57520
ENSG00000229056,2,196260024,196264204,1,LOC101927482,101927482
ENSG00000144395,2,196639554,196763490,1,CCDC150,284992
ENSG00000119041,2,196763032,196799725,-1,GTF3C3,9330
ENSG00000187944,2,196805002,196810276,-1,C2orf66,401027
ENSG00000197121,2,196833004,196927796,-1,PGAP1,80055
ENSG00000065413,2,196967017,197311173,-1,ANKRD44,91526
ENSG00000236977,2,197250858,197302519,-1,ANKRD44-IT1,101927547
ENSG00000115524,2,197389784,197435091,-1,SF3B1,23451
ENSG00000115520,2,197453423,197475308,1,COQ10B,80219
ENSG00000144381,2,197486581,197516737,-1,HSPD1,3329
ENSG00000115541,2,197499994,197503457,1,HSPE1,3336
ENSG00000270757,2,197500413,197550726,1,HSPE1-MOB4,100529241
ENSG00000115540,2,197515571,197553699,1,MOB4,25843
ENSG00000162944,2,197568224,197676045,-1,RFTN2,130132
ENSG00000247626,2,197705369,197708387,1,MARS2,92935
ENSG00000152430,2,197726879,197786762,-1,BOLL,66037
ENSG00000115896,2,197804702,198572581,1,PLCL1,5334
ENSG00000119042,2,199269500,199471266,-1,SATB2,23314
ENSG00000225953,2,199457700,199476935,1,SATB2-AS1,150538
ENSG00000238217,2,199608068,199659132,1,LOC101927641,101927641
ENSG00000178074,2,199911256,199955935,1,C2orf69,205327
ENSG00000162971,2,199929975,199955736,-1,TYW5,129450
ENSG00000162972,2,199955317,200008540,1,C2orf47,79568
ENSG00000196141,2,200305881,200482263,1,SPATS2L,26010
ENSG00000155729,2,200488952,200519784,-1,KCTD18,130535
ENSG00000163535,2,200510008,200583782,1,SGOL2,151246
ENSG00000138356,2,200585868,200677064,1,AOX1,316
ENSG00000237166,2,200712305,200735177,-1,LOC100507140,100507140
ENSG00000230408,2,200780495,200812170,-1,LOC101927795,101927795
ENSG00000082153,2,200810594,200827338,1,BZW1,9689
ENSG00000013441,2,200853009,200864744,-1,CLK1,1195
ENSG00000240344,2,200870907,200889303,-1,PPIL3,53938
ENSG00000196290,2,200889327,200903930,1,NIF3L1,60491
ENSG00000115942,2,200908973,200963680,-1,ORC2,4999
ENSG00000155744,2,200973718,201071671,-1,FAM126B,285172
ENSG00000119013,2,201071433,201085750,1,NDUFB3,4709
ENSG00000003402,2,201116104,201176687,1,CFLAR,8837
ENSG00000226312,2,201140278,201157823,-1,CFLAR-AS1,65072
ENSG00000003400,2,201182881,201229406,1,CASP10,843
ENSG00000064012,2,201233443,201287711,1,CASP8,841
ENSG00000155749,2,201288271,201357398,-1,ALS2CR12,130540
ENSG00000115993,2,201377207,201451611,-1,TRAK2,66008
ENSG00000082146,2,201387858,201480846,1,STRADB,55437
ENSG00000155754,2,201487425,201619178,-1,ALS2CR11,151254
ENSG00000155755,2,201620184,201643570,-1,TMEM237,65062
ENSG00000082126,2,201644870,201698694,-1,MPP4,58538
ENSG00000003393,2,201700554,201781189,-1,ALS2,57679
ENSG00000138395,2,201790461,201895550,1,CDK15,65061
ENSG00000155760,2,202034587,202038445,1,FZD7,8324
ENSG00000182329,2,202073255,202197862,1,KIAA2012,100652824
ENSG00000222035,2,202113626,202117058,-1,LOC729224,729224
ENSG00000116030,2,202206180,202238608,-1,SUMO1,7341
ENSG00000055044,2,202265716,202303666,1,NOP58,51602
ENSG00000212534,2,202276431,202276518,1,SNORD70,692110
ENSG00000238317,2,202293051,202293134,1,SNORD11,692058
ENSG00000204217,2,202376936,202567751,1,BMPR2,659
ENSG00000138439,2,202635188,202769757,1,FAM117B,150864
ENSG00000163596,2,202773150,202871985,-1,ICA1L,130026
ENSG00000138442,2,202874782,203014798,-1,WDR12,55759
ENSG00000138380,2,202912214,202987063,1,CARF,79800
ENSG00000144426,2,203014879,203226378,1,NBEAL1,65065
ENSG00000119004,2,203238449,203305840,1,CYP20A1,57404
ENSG00000138443,2,203328219,203447723,1,ABI2,10152
ENSG00000173166,2,203394345,203535410,-1,RAPH1,65059
ENSG00000178562,2,203706475,203738912,1,CD28,940
ENSG00000163599,2,203867786,203873960,1,CTLA4,1493
ENSG00000163600,2,203936748,203961577,1,ICOS,29851
ENSG00000116117,2,204545793,205620162,1,PARD3B,117583
ENSG00000118257,2,205681990,205798133,1,NRP2,8828
ENSG00000114933,2,205993721,206086303,-1,INO80D,54891
ENSG00000023228,2,206114817,206159603,-1,NDUFS1,4719
ENSG00000114942,2,206159585,206162928,1,EEF1B2,1933
ENSG00000207406,2,206162228,206162359,1,SNORA41,619569
ENSG00000183671,2,206175316,206218047,-1,GPR1,2825
ENSG00000279220,2,206203376,206266243,1,GPR1-AS,101669764
ENSG00000204186,2,206274663,206314428,1,ZDBF2,57683
ENSG00000114948,2,206443539,206621130,1,ADAM23,8745
ENSG00000232125,2,206651621,206718396,-1,DYTN,391475
ENSG00000138400,2,206737763,206765547,-1,MDH1B,130752
ENSG00000118246,2,206765357,206792509,1,FASTKD2,22868
ENSG00000144410,2,206939554,206969474,1,CPO,130749
ENSG00000118263,2,207074137,207167267,-1,KLF7,8609
ENSG00000253008,2,207109987,207110073,-1,MIR2355,100423036
ENSG00000277590,2,207166400,207166498,1,MIR7845,102465835
ENSG00000221628,2,207269275,207269424,-1,MIR1302-4,100302130
ENSG00000118260,2,207529737,207603431,1,CREB1,1385
ENSG00000144401,2,207580631,207625928,-1,METTL21A,151194
ENSG00000224137,2,207662375,207667024,1,LOC102724714,102724714
ENSG00000163249,2,207711540,207761839,1,CCNYL1,151195
ENSG00000264900,2,207754807,207754881,1,MIR4775,100616361
ENSG00000163251,2,207762586,207769563,-1,FZD5,7855
ENSG00000178385,2,207828303,208025560,-1,PLEKHM3,389072
ENSG00000118231,2,208121607,208124501,-1,CRYGD,1421
ENSG00000163254,2,208128137,208129830,-1,CRYGC,1420
ENSG00000182187,2,208142573,208146168,-1,CRYGB,1419
ENSG00000168582,2,208160740,208163576,-1,CRYGA,1418
ENSG00000188674,2,208165343,208190073,-1,C2orf80,389073
ENSG00000138413,2,208236227,208266074,-1,IDH1,3417
ENSG00000231908,2,208255247,208256181,1,IDH1-AS1,100507475
ENSG00000115020,2,208266267,208358751,1,PIKFYVE,200576
ENSG00000144407,2,208359714,208854503,1,PTH2R,5746
ENSG00000078018,2,209424058,209734118,1,MAP2,4133
ENSG00000144406,2,209771993,209999300,1,UNC80,285175
ENSG00000197713,2,210002565,210022259,1,RPE,6120
ENSG00000144445,2,210021423,210171383,-1,KANSL1L,151050
ENSG00000115361,2,210187939,210225491,-1,ACADL,33
ENSG00000168530,2,210290150,210315190,-1,MYL1,4632
ENSG00000115365,2,210431249,210477652,-1,LANCL1,10314
ENSG00000021826,2,210477682,210679107,1,CPS1,1373
ENSG00000280837,2,210617571,210619876,1,CPS1-IT1,29034
ENSG00000178568,2,211375717,212538841,-1,ERBB4,2066
ENSG00000221782,2,212426263,212426360,-1,MIR548F2,100313771
ENSG00000234308,2,212795331,212819264,1,LOC102725079,102725079
ENSG00000030419,2,212999691,213152427,-1,IKZF2,22807
ENSG00000144451,2,213284379,214410501,1,SPAG16,79582
ENSG00000265734,2,213758067,213758159,1,MIR4438,100616375
ENSG00000174453,2,214411065,214578959,1,VWC2L,402117
ENSG00000224257,2,214510196,214536890,1,VWC2L-IT1,100885780
ENSG00000138376,2,214725646,214809711,-1,BARD1,580
ENSG00000144452,2,214931542,215138428,-1,ABCA12,26154
ENSG00000138363,2,215311817,215349773,1,ATIC,471
ENSG00000115414,2,215360440,215436172,-1,FN1,2335
ENSG00000225166,2,215453707,215463871,1,LOC102724849,102724849
ENSG00000235770,2,215611563,215843722,-1,LINC00607,646324
ENSG00000118242,2,215942805,216034096,-1,MREG,55686
ENSG00000115425,2,215996329,216082955,-1,PECR,55825
ENSG00000163449,2,216081866,216102783,1,TMEM169,92691
ENSG00000079246,2,216107464,216206303,1,XRCC5,7520
ENSG00000260804,2,216217045,216220192,1,PKI55,150967
ENSG00000144583,2,216257865,216372027,-1,MARCH4,57574
ENSG00000138375,2,216412414,216483053,1,SMARCAL1,50485
ENSG00000197756,2,216498189,216579180,1,RPL37A,6168
ENSG00000115457,2,216632828,216664436,1,IGFBP2,3485
ENSG00000115461,2,216672105,216695525,-1,IGFBP5,3488
ENSG00000118245,2,216859458,216860064,-1,TNP1,7141
ENSG00000237479,2,216866332,216867813,-1,LOC105373876,105373876
ENSG00000223874,2,216870772,216871639,1,LOC101928327,101928327
ENSG00000079308,2,217799789,218002995,-1,TNS1,7145
ENSG00000275458,2,217900513,217900628,-1,MIR6809,102465485
ENSG00000188282,2,218034960,218090581,1,RUFY4,285180
ENSG00000180871,2,218125289,218137253,1,CXCR2,3579
ENSG00000163464,2,218162845,218166995,-1,CXCR1,3577
ENSG00000163466,2,218217094,218254356,1,ARPC2,10109
ENSG00000179921,2,218259496,218263859,1,GPBAR1,151306
ENSG00000127837,2,218264123,218270257,-1,AAMP,14
ENSG00000127838,2,218270392,218346793,1,PNKD,25953
ENSG00000135926,2,218274192,218292586,-1,TMBIM1,64114
ENSG00000274203,2,218280125,218280188,-1,MIR6513,102465256
ENSG00000278524,2,218341911,218341980,1,MIR6810,102466197
ENSG00000158428,2,218356856,218368099,1,CATIP,375307
ENSG00000018280,2,218382029,218396894,1,SLC11A1,6556
ENSG00000144579,2,218398256,218405941,1,CTDSP1,58190
ENSG00000127831,2,218419092,218453295,1,VIL1,7429
ENSG00000135913,2,218450251,218568361,-1,USP37,57695
ENSG00000144580,2,218568580,218597080,1,RQCD1,9125
ENSG00000115556,2,218607765,218637184,1,PLCD4,84812
ENSG00000115568,2,218637916,218659655,-1,ZNF142,7701
ENSG00000074582,2,218658764,218663443,1,BCS1L,617
ENSG00000163481,2,218663864,218672411,-1,RNF25,64320
ENSG00000163482,2,218672026,218702716,1,STK36,27148
ENSG00000135912,2,218710845,218755416,1,TTLL4,9654
ENSG00000135929,2,218781749,218815293,1,CYP27A1,1593
ENSG00000115592,2,218822383,218832086,-1,PRKAG3,53632
ENSG00000115596,2,218859821,218874233,1,WNT6,7475
ENSG00000135925,2,218880363,218899581,1,WNT10A,80326
ENSG00000228135,2,218900811,218930636,-1,LINC01494,101928537
ENSG00000171450,2,218959655,218962162,1,CDK5R2,8941
ENSG00000163497,2,218981087,218985657,-1,FEV,54738
ENSG00000163499,2,218990189,218993421,-1,CRYBA2,1412
ENSG00000224090,2,219002215,219015721,1,LOC100129175,100129175
ENSG00000181378,2,219002846,219041527,-1,CCDC108,255101
ENSG00000163501,2,219054420,219060467,-1,IHH,3549
ENSG00000264755,2,219058688,219058750,-1,MIR3131,100422957
ENSG00000187736,2,219075317,219160865,-1,NHEJ1,79840
ENSG00000213901,2,219161465,219170095,-1,SLC23A3,151295
ENSG00000115649,2,219171897,219178106,-1,CNPPD1,27013
ENSG00000144567,2,219176225,219185479,1,FAM134A,79137
ENSG00000158552,2,219195237,219209651,1,ZFAND2B,130617
ENSG00000115657,2,219209768,219218990,-1,ABCB6,10058
ENSG00000198925,2,219209772,219229717,-1,ATG9A,79065
ENSG00000163516,2,219229757,219236669,1,ANKZF1,55139
ENSG00000163521,2,219236606,219245478,-1,GLB1L,79411
ENSG00000115661,2,219245455,219250337,1,STK16,8576
ENSG00000127824,2,219249711,219278170,-1,TUBA4A,7277
ENSG00000135924,2,219279267,219286900,1,DNAJB2,3300
ENSG00000054356,2,219289623,219309648,-1,PTPRN,5798
ENSG00000207647,2,219294111,219294200,-1,MIR153-1,406944
ENSG00000182698,2,219327409,219333177,-1,RESP18,389075
ENSG00000123992,2,219373546,219400022,-1,DNPEP,23549
ENSG00000175084,2,219418377,219426739,1,DES,1674
ENSG00000144591,2,219498867,219506989,1,GMPPA,29926
ENSG00000072182,2,219514170,219538772,1,ASIC4,55515
ENSG00000123989,2,219538947,219543787,-1,CHPF,79586
ENSG00000188760,2,219543663,219550595,1,TMEM198,130612
ENSG00000265252,2,219549073,219549147,-1,MIR3132,100423039
ENSG00000124006,2,219550729,219571859,-1,OBSL1,23363
ENSG00000123999,2,219569162,219575713,1,INHA,3623
ENSG00000144589,2,219597860,219616451,1,STK11IP,114790
ENSG00000114923,2,219627327,219641980,1,SLC4A3,6508
ENSG00000266518,2,219906502,219906565,-1,MIR4268,100422959
ENSG00000116106,2,221418027,221574202,-1,EPHA4,2043
ENSG00000135903,2,222199888,222298996,-1,PAX3,5077
ENSG00000163081,2,222298147,222305217,1,CCDC140,151278
ENSG00000163082,2,222424517,222560948,1,SGPP2,130367
ENSG00000116120,2,222570536,222656337,-1,FARSB,10056
ENSG00000124003,2,222671786,222709930,1,MOGAT1,116255
ENSG00000123983,2,222860934,222944639,1,ACSL3,2181
ENSG00000152049,2,223051814,223198399,1,KCNE4,23704
ENSG00000171951,2,223596940,223602503,-1,SCG2,7857
ENSG00000152056,2,223751686,223838027,-1,AP1S3,130340
ENSG00000085449,2,223855716,223945387,-1,WDFY1,57590
ENSG00000135900,2,223957404,223967714,1,MRPL44,65080
ENSG00000135919,2,223975112,224039319,-1,SERPINE2,5270
ENSG00000124019,2,224378698,224402085,-1,FAM124B,79843
ENSG00000036257,2,224470150,224585397,-1,CUL3,8452
ENSG00000135905,2,224765090,225042445,-1,DOCK10,55619
ENSG00000263828,2,225010461,225010540,-1,MIR4439,100616207
ENSG00000144460,2,225400648,225654018,1,NYAP2,57624
ENSG00000263363,2,226658710,226658793,-1,MIR5702,100847053
ENSG00000169047,2,226731317,226799759,-1,IRS1,3667
ENSG00000144468,2,226835581,226999215,1,RHBDD1,84236
ENSG00000081052,2,227002711,227164113,-1,COL4A4,1286
ENSG00000169031,2,227164565,227314792,1,COL4A3,1285
ENSG00000168958,2,227325151,227357836,1,MFF,56947
ENSG00000168955,2,227362156,227381995,-1,TM4SF20,79853
ENSG00000266382,2,227472132,227472187,1,MIR5703,100847081
ENSG00000173744,2,227472152,227561214,1,AGFG1,3267
ENSG00000042304,2,227610090,227633320,-1,C2orf83,56918
ENSG00000135917,2,227685210,227718012,-1,SLC19A3,80704
ENSG00000115009,2,227813842,227817564,1,CCL20,6364
ENSG00000123977,2,227871054,227924344,1,DAW1,164781
ENSG00000153820,2,227979950,228181645,-1,SPHKAP,80309
ENSG00000153823,2,228850526,229271285,-1,PID1,55022
ENSG00000187957,2,229357629,229714558,-1,DNER,92737
ENSG00000153827,2,229763838,229923239,-1,TRIP12,9320
ENSG00000153832,2,229922302,230013109,1,FBXO36,130888
ENSG00000163053,2,230034974,230068999,-1,SLC16A14,151473
ENSG00000135899,2,230167293,230225729,-1,SP110,3431
ENSG00000280755,2,230176665,230221721,-1,SP110,3431
ENSG00000079263,2,230203110,230313215,1,SP140,11262
ENSG00000185404,2,230327184,230403732,1,SP140L,93349
ENSG00000067066,2,230415942,230544090,1,SP100,6672
ENSG00000226125,2,230690921,230700529,-1,LOC151475,151475
ENSG00000135932,2,230712845,230821075,1,CAB39,51719
ENSG00000135916,2,230864639,230879248,1,ITM2C,81618
ENSG00000232520,2,230886500,230897091,1,LOC151484,151484
ENSG00000135898,2,230907318,230961066,-1,GPR55,9290
ENSG00000238062,2,230984368,230996032,-1,SPATA3-AS1,348761
ENSG00000173699,2,230996121,231025055,1,SPATA3,130560
ENSG00000204128,2,231037490,231049719,1,C2orf72,257407
ENSG00000173692,2,231056864,231172827,1,PSMD1,5707
ENSG00000135914,2,231108230,231125118,-1,HTR2B,3357
ENSG00000135931,2,231198546,231374837,1,ARMC9,80210
ENSG00000263641,2,231362708,231362793,1,MIR4777,100616317
ENSG00000156966,2,231395543,231401164,1,B3GNT7,93010
ENSG00000115053,2,231453531,231483641,-1,NCL,4691
ENSG00000206885,2,231455800,231455936,-1,SNORA75,654321
ENSG00000207280,2,231456444,231456523,-1,SNORD20,6082
ENSG00000202400,2,231460371,231460440,-1,SNORD82,25826
ENSG00000181798,2,231508426,231514339,-1,LINC00471,151477
ENSG00000171596,2,231523160,231530495,-1,NMUR1,10316
ENSG00000177673,2,231592901,231594283,1,C2orf57,165100
ENSG00000156973,2,231732425,231786272,-1,PDE6D,5147
ENSG00000144524,2,231781671,231809254,1,COPS7B,64708
ENSG00000222246,2,231892242,231892298,-1,MIR1471,100302126
ENSG00000163273,2,231921820,231926403,-1,NPPC,4880
ENSG00000144535,2,231961245,232344350,1,DIS3L2,129563
ENSG00000207626,2,232172653,232172747,1,MIR562,693147
ENSG00000163283,2,232378534,232382889,1,ALPP,250
ENSG00000244280,2,232385750,232387457,-1,ECEL1P2,347694
ENSG00000163286,2,232406843,232410714,1,ALPPL2,251
ENSG00000163295,2,232456123,232460032,1,ALPI,248
ENSG00000171551,2,232479827,232487828,-1,ECEL1,9427
ENSG00000237412,2,232520463,232525716,1,PRSS56,646960
ENSG00000135902,2,232525993,232536667,1,CHRND,1144
ENSG00000196811,2,232539727,232546403,1,CHRNG,1146
ENSG00000221944,2,232547968,232550592,-1,TIGD1,200765
ENSG00000135930,2,232550052,232583644,1,EIF4E2,9470
ENSG00000266620,2,232550474,232550573,-1,MIR5001,100847037
ENSG00000115468,2,232606057,232682781,1,EFHD1,80303
ENSG00000204120,2,232697299,232860575,1,GIGYF2,26058
ENSG00000115474,2,232766464,232776568,-1,KCNJ13,3769
ENSG00000182600,2,232857270,232878708,1,C2orf82,389084
ENSG00000066248,2,232878686,233013272,-1,NGEF,25791
ENSG00000222001,2,233012614,233015885,1,LOC101928881,101928881
ENSG00000115488,2,233032672,233035057,1,NEU2,4759
ENSG00000168918,2,233059967,233207903,1,INPP5D,3635
ENSG00000085978,2,233210051,233295674,1,ATG16L1,55054
ENSG00000252010,2,233275727,233276002,1,SCARNA5,677775
ENSG00000251791,2,233288676,233288940,1,SCARNA6,677772
ENSG00000130561,2,233307816,233347055,1,SAG,6295
ENSG00000077044,2,233354507,233472104,1,DGKD,8527
ENSG00000085982,2,233475520,233566782,-1,USP40,55230
ENSG00000242366,2,233617645,233773310,1,UGT1A8,54576
ENSG00000242515,2,233636454,233773305,1,UGT1A10,54575
ENSG00000241119,2,233671853,233773300,1,UGT1A9,54600
ENSG00000244122,2,233681938,233773299,1,UGT1A7,54577
ENSG00000167165,2,233691607,233773300,1,UGT1A6,54578
ENSG00000240224,2,233712992,233773299,1,UGT1A5,54579
ENSG00000244474,2,233718778,233773299,1,UGT1A4,54657
ENSG00000243135,2,233729108,233773299,1,UGT1A3,54659
ENSG00000178836,2,233754305,233755345,-1,LOC100286922,100286922
ENSG00000241635,2,233760248,233773299,1,UGT1A1,54658
ENSG00000185038,2,233775679,233833423,1,MROH2A,339766
ENSG00000123485,2,233833416,233854566,-1,HJURP,55355
ENSG00000224287,2,233865437,233868444,-1,MSL3P1,151507
ENSG00000144481,2,233917398,234019522,1,TRPM8,79054
ENSG00000072080,2,234050679,234077134,1,SPP2,6694
ENSG00000188042,2,234493041,234497053,-1,ARL4C,10123
ENSG00000280744,2,234682668,234717764,1,LINC01173,106144537
ENSG00000130147,2,234951973,235055714,1,SH3BP4,23677
ENSG00000157985,2,235494089,236131800,1,AGAP1,116987
ENSG00000235529,2,235505751,235507566,1,AGAP1-IT1,100506749
ENSG00000168505,2,236165236,236168369,-1,GBX2,2637
ENSG00000182177,2,236194872,236264409,-1,ASB18,401036
ENSG00000132321,2,236324147,236507542,-1,IQCA1,79781
ENSG00000144476,2,236567787,236582358,1,ACKR3,57007
ENSG00000124835,2,237048599,237056167,-1,LOC93463,93463
ENSG00000198612,2,237085312,237100466,1,COPS8,10920
ENSG00000163359,2,237324003,237414375,-1,COL6A3,1293
ENSG00000115648,2,237485428,237555318,1,MLPH,79083
ENSG00000277842,2,237510931,237510988,1,MIR6811,102465486
ENSG00000071677,2,237566574,237567175,1,PRLH,51052
ENSG00000124839,2,237574322,237601614,-1,RAB17,64284
ENSG00000124831,2,237627576,237813682,1,LRRFIP1,9208
ENSG00000177483,2,237798389,237842808,1,RBM44,375316
ENSG00000132329,2,237858893,237912114,1,RAMP1,10267
ENSG00000184182,2,237966827,238042782,1,UBE2F,140739
ENSG00000132330,2,238060889,238099413,1,SCLY,51540
ENSG00000144488,2,238100157,238133287,1,ESPNL,339768
ENSG00000168427,2,238138722,238152947,1,KLHL30,377007
ENSG00000178752,2,238158982,238168900,1,FAM132B,151176
ENSG00000132323,2,238170401,238203729,-1,ILKAP,80895
ENSG00000186235,2,238224552,238231677,-1,LOC151174,151174
ENSG00000144485,2,238238267,238240662,-1,HES6,55502
ENSG00000132326,2,238244038,238290102,-1,PER2,8864
ENSG00000204104,2,238320441,238400900,1,TRAF3IP1,26146
ENSG00000065802,2,238426742,238452250,1,ASB1,51665
ENSG00000233608,2,238848032,238910543,1,TWIST2,117581
ENSG00000227744,2,238919302,238926269,-1,FLJ43879,401039
ENSG00000068024,2,239048168,239401654,-1,HDAC4,9759
ENSG00000266109,2,239068817,239068914,-1,MIR4440,100616397
ENSG00000264810,2,239085827,239085926,-1,MIR4441,100616493
ENSG00000265215,2,239305462,239305545,1,MIR4269,100423043
ENSG00000264292,2,239351724,239351804,-1,MIR2467,100616360
ENSG00000130414,2,239892450,240025402,-1,NDUFA10,4705
ENSG00000264279,2,239943015,239943094,-1,MIR4786,100616417
ENSG00000182083,2,240028965,240030456,-1,OR6B2,389090
ENSG00000221961,2,240041813,240042982,-1,PRR21,643905
ENSG00000178586,2,240045077,240046072,-1,OR6B3,150681
ENSG00000172428,2,240126563,240136807,-1,MYEOV2,150678
ENSG00000178602,2,240139026,240144562,-1,OTOS,150677
ENSG00000063660,2,240435671,240468078,1,GPC1,2817
ENSG00000218416,2,240449315,240456714,-1,PP14571,100130449
ENSG00000207611,2,240456001,240456089,1,MIR149,406941
ENSG00000144504,2,240479422,240569209,-1,ANKMY1,51281
ENSG00000188542,2,240560054,240564014,1,DUSP28,285193
ENSG00000142330,2,240586716,240617705,1,CAPN10,11132
ENSG00000178623,2,240605431,240631259,1,GPR35,2859
ENSG00000185176,2,240676418,240682906,-1,AQP12B,653437
ENSG00000184945,2,240691845,240698483,1,AQP12A,375318
ENSG00000130294,2,240713764,240820308,-1,KIF1A,547
ENSG00000172482,2,240868479,240880502,1,AGXT,189
ENSG00000172478,2,240886048,240896889,-1,C2orf54,79919
ENSG00000233392,2,240954617,240967451,-1,LOC200772,200772
ENSG00000162804,2,240998838,241095568,1,SNED1,25992
ENSG00000122085,2,241072169,241102332,-1,MTERF4,130916
ENSG00000115687,2,241106099,241150264,-1,PASK,23178
ENSG00000115685,2,241149576,241183652,1,PPP1R7,5510
ENSG00000146205,2,241188509,241225377,1,ANO7,50636
ENSG00000115677,2,241227264,241317061,-1,HDLBP,3069
ENSG00000168385,2,241315100,241354027,1,SEPT2,4735
ENSG00000006607,2,241356243,241494841,1,FARP2,9855
ENSG00000263752,2,241477905,241477982,1,MIR3133,100422942
ENSG00000115694,2,241492674,241509730,-1,STK25,10494
ENSG00000176720,2,241558721,241574138,1,BOK,666
ENSG00000176946,2,241584405,241637449,-1,THAP4,51078
ENSG00000168397,2,241637213,241673857,1,ATG4B,23192
ENSG00000168393,2,241675742,241686991,-1,DTYMK,1841
ENSG00000168395,2,241702035,241729478,1,ING5,84289
ENSG00000180902,2,241734579,241768816,1,D2HGDH,728294
ENSG00000154252,2,241776825,241804208,1,GAL3ST2,64090
ENSG00000204099,2,241808825,241817413,1,NEU4,129807
ENSG00000188389,2,241849881,241858908,-1,PDCD1,5133
ENSG00000188011,2,241869600,241873823,1,RTP5,285093
ENSG00000233806,2,241881363,242078722,1,LINC01237,101927289
ENSG00000237940,2,241970683,241977276,1,LOC102723927,102723927
ENSG00000261186,2,242087351,242088457,-1,LOC102723927,102723927
ENSG00000178591,20,87250,97094,1,DEFB125,245938
ENSG00000125788,20,142369,145751,1,DEFB126,81623
ENSG00000088782,20,157470,159163,1,DEFB127,140850
ENSG00000185982,20,187853,189681,-1,DEFB128,245939
ENSG00000125903,20,227258,229886,1,DEFB129,140881
ENSG00000186458,20,257736,261096,1,DEFB132,400830
ENSG00000196476,20,270863,290778,-1,C20orf96,140680
ENSG00000247315,20,296968,300321,1,ZCCHC3,85364
ENSG00000177732,20,325401,330224,1,SOX12,6666
ENSG00000125841,20,346782,359660,1,NRSN2,80023
ENSG00000101255,20,362835,397559,1,TRIB3,57761
ENSG00000125826,20,407498,430966,1,RBCK1,10616
ENSG00000125875,20,435480,462553,-1,TBC1D20,128637
ENSG00000101266,20,473591,543821,-1,CSNK2A1,1457
ENSG00000125878,20,603797,610398,-1,TCF15,6939
ENSG00000271303,20,646615,653370,-1,SRXN1,140809
ENSG00000215397,20,661596,676179,-1,SCRT2,85508
ENSG00000101276,20,760080,776015,-1,SLC52A3,113278
ENSG00000125898,20,833715,857463,1,FAM110A,83541
ENSG00000101280,20,869899,916317,-1,ANGPT4,51378
ENSG00000101282,20,958452,1002264,-1,RSPO4,343637
ENSG00000125818,20,1113263,1189415,1,PSMF1,9491
ENSG00000125895,20,1180561,1185415,-1,TMEM74B,55321
ENSG00000215595,20,1203454,1208274,1,C20orf202,400831
ENSG00000244588,20,1226056,1296421,1,RAD21L1,642636
ENSG00000101298,20,1266316,1309328,1,SNPH,9751
ENSG00000125775,20,1309909,1329239,-1,SDCBP2,27111
ENSG00000234684,20,1325405,1378734,1,SDCBP2-AS1,100507495
ENSG00000088832,20,1368978,1393172,-1,FKBP1A,2280
ENSG00000276741,20,1392900,1392961,-1,MIR6869,102465524
ENSG00000088833,20,1442162,1473842,-1,NSFL1C,55968
ENSG00000196209,20,1470741,1491587,-1,SIRPB2,284759
ENSG00000125900,20,1534251,1558843,-1,SIRPD,128646
ENSG00000101307,20,1563521,1620061,-1,SIRPB1,10326
ENSG00000089012,20,1629152,1657779,-1,SIRPG,55423
ENSG00000237914,20,1633508,1648472,1,SIRPG-AS1,101929010
ENSG00000232528,20,1767957,1779995,-1,LOC100289473,100289473
ENSG00000198053,20,1894167,1940592,1,SIRPA,140885
ENSG00000233896,20,1947246,2007517,1,LOC727993,727993
ENSG00000101327,20,1978757,1994285,-1,PDYN,5173
ENSG00000125834,20,2101611,2177038,1,STK35,140901
ENSG00000125780,20,2296001,2341078,1,TGM3,7053
ENSG00000166948,20,2380908,2432753,1,TGM6,343641
ENSG00000125835,20,2461634,2470853,-1,SNRPB,6628
ENSG00000088876,20,2481817,2524702,-1,ZNF343,79175
ENSG00000149488,20,2536607,2641784,1,TMC2,117532
ENSG00000101361,20,2652145,2658393,1,NOP56,10528
ENSG00000221062,20,2652777,2652842,1,MIR1292,100302138
ENSG00000221116,20,2654212,2654286,1,SNORD110,692213
